id,name,nick_name,wins,losses,draws,height,weight,reach,stance,dob,splm,str_acc,sapm,str_def,td_avg,td_avg_acc,td_def,sub_avg
fbb60f24af5d5a02,Torrez Finney,The Punisher,11,0,0,172.72,83.91,190.5,Orthodox,"Oct 24, 1998",1.77,68,1.74,48,9.31,60,0,1.1
51e86de150ee8be6,Thibault Gouti,GT,12,5,0,177.8,70.31,182.88,Orthodox,"Feb 27, 1987",3.68,34,5.64,50,1.23,80,83,0.3
2f815ed5f8278ba6,Ateba Gautier,The Silent Assassin,8,1,0,193.04,83.91,205.74,Switch,"Apr 10, 2002",6.93,61,2.19,52,0.0,0,90,0.0
7bc96507e4b38d3b,Cody Donovan,Donnybrook,8,5,0,190.5,92.99,187.96,Orthodox,"Feb 20, 1981",5.61,59,5.44,45,1.67,28,0,1.7
196ed28337adc630,Pat Audinwood,Awesomely Awesome,11,2,1,182.88,70.31,,Orthodox,"Apr 16, 1986",1.17,12,4.31,41,0.8,50,0,0.0
b12a1d19ee383b7c,Tonya Evinger,Triple Threat,19,8,0,170.18,61.23,177.8,Orthodox,"Jun 04, 1981",1.16,42,4.02,38,0.93,30,33,0.9
ee5df903f80c6816,Eldo Xavier Dias,,0,1,0,180.34,81.65,,,"Jul 16, 1964",0.0,0,0.0,0,0.0,0,0,0.0
9ccf8371fd80d45d,Luan Chagas,Tarzan,15,3,1,182.88,77.11,190.5,Orthodox,"Jun 17, 1993",4.16,47,3.19,62,0.32,12,85,0.3
312f7d7b2b2f7de4,Djorden Santos,Shakur,10,2,0,182.88,83.91,190.5,Orthodox,"Aug 01, 1997",7.2,43,5.87,49,1.0,40,86,0.0
c41d426cc7326d1b,Yan Xiaonan,,19,5,0,165.1,52.16,160.02,Orthodox,"Jun 16, 1989",4.69,45,3.23,60,0.84,73,64,0.0
e70de1859b7ee78e,Sultan Aliev,,15,3,0,180.34,77.11,187.96,Orthodox,"Sep 17, 1984",1.41,45,2.2,56,1.76,38,100,0.0
98a58c26c5b1ed17,Patricio Freire,Pitbull,37,8,0,167.64,65.77,170.18,Orthodox,"Jul 07, 1987",2.68,43,4.23,57,1.49,33,88,0.6
669970f7feba8ecd,Erin Blanchfield,Cold Blooded,13,2,0,162.56,56.7,167.64,Orthodox,"May 04, 1999",5.24,44,4.21,59,1.86,31,80,0.8
57b10fca4f9c9a7a,Alex Oliveira,Cowboy,22,12,1,180.34,77.11,193.04,Orthodox,"Feb 21, 1988",2.99,51,2.55,46,2.35,38,63,0.6
234f3767ff0e5701,Kendall Grove,Da Spyder,23,17,0,198.12,83.91,200.66,Orthodox,"Nov 12, 1982",2.31,41,2.4,54,0.49,45,56,1.7
45230be0641f3f53,Leonardo Morales,Chimy,6,2,0,172.72,61.23,,Southpaw,"Dec 22, 1992",2.05,47,2.05,58,0.0,0,62,0.0
c0386644627a7ee5,Mana Martinez,ManaBoi,10,4,0,177.8,61.23,177.8,Orthodox,"Mar 25, 1996",4.33,48,4.94,50,0.72,42,25,0.5
8d5daf67983b65ba,Fred Ettish,,1,1,0,182.88,81.65,,Southpaw,,0.0,0,0.0,0,0.0,0,0,0.0
73c7cfa551289285,BJ Penn,The Prodigy,16,14,2,175.26,70.31,177.8,Orthodox,"Dec 13, 1978",2.76,48,3.2,56,1.19,55,74,0.5
1fb80f46d3c105d9,Fabio Maldonado,Caipira de Aco,23,11,0,185.42,92.99,190.5,Orthodox,"Mar 17, 1980",5.29,58,4.31,53,0.44,57,61,0.6
9d19d9e4aa2662e8,Nicolas Dalby,Danish Dynamite,23,6,1,180.34,77.11,187.96,Orthodox,"Nov 16, 1984",4.05,43,3.69,52,0.98,27,58,0.1
288aaa8f82040e02,Dante Rivera,,16,7,0,185.42,83.91,,Southpaw,"Dec 08, 1974",2.27,53,4.0,25,0.0,0,16,0.0
773f7feacf96153e,Benito Lopez,Golden Boy,10,2,0,177.8,61.23,185.42,Switch,"Apr 06, 1994",4.39,45,5.18,56,0.0,0,73,0.3
2de91c2244ad7e89,Dominic Waters,Sho Nuff,9,5,0,185.42,77.11,200.66,Orthodox,"Apr 11, 1989",0.48,23,2.53,39,4.07,52,28,0.0
ac70a4f1db1b8c40,Scott Junk,,8,3,1,185.42,120.2,,Orthodox,"Dec 17, 1978",5.13,60,1.81,45,0.0,0,0,0.0
1897b7b913736a7c,Alatengheili,The Mongolian Knight,17,10,2,165.1,61.23,167.64,Orthodox,"Dec 14, 1991",2.82,32,5.12,57,1.74,43,75,0.0
c575ab451e3c5b1d,Mickael Lebout,Ragnar,16,7,1,180.34,70.31,185.42,Orthodox,"Aug 16, 1987",2.6,34,2.98,54,0.0,0,60,0.0
7559395ad833c074,Miranda Granger,Danger,7,3,0,170.18,52.16,172.72,Orthodox,"Apr 13, 1992",2.79,47,2.57,57,0.0,0,33,0.0
ed74afc8b5b47a61,William Macario,Patolino,9,3,0,180.34,77.11,190.5,Orthodox,"Jul 01, 1991",4.92,54,3.96,65,1.85,45,78,0.0
427b5953ac8e3a27,Demian Maia,,28,11,0,185.42,77.11,182.88,Southpaw,"Nov 06, 1977",1.8,43,2.07,63,2.49,24,61,1.0
48812daf291a4e23,Mateus Mendonca,Bocao,10,3,0,167.64,56.7,180.34,Orthodox,"Jan 17, 1999",1.66,40,4.14,30,2.54,27,55,0.4
4b8fb0453a596b8e,Hector Urbina,El Toro,17,10,1,180.34,77.11,185.42,Orthodox,"Sep 17, 1987",0.97,38,2.44,39,0.0,0,38,3.8
52c2ae6d2f2d2613,Youssef Zalal,The Moroccan Devil,17,5,1,177.8,65.77,182.88,Switch,"Sep 04, 1996",3.07,50,1.8,66,2.09,30,59,1.3
11f8860028b68fcf,Aaron Rosa,,18,6,0,193.04,92.99,195.58,Orthodox,"May 28, 1983",4.03,47,4.41,45,0.36,33,85,0.4
ec34349e7dffcde7,Claudia Gadelha,Claudinha,18,5,0,162.56,52.16,160.02,Orthodox,"Dec 07, 1988",3.31,41,4.57,57,3.03,42,58,0.7
c1a5d3843596df92,Thiago Perpetuo,Bodao,9,4,1,177.8,77.11,,Orthodox,"Dec 14, 1987",5.39,69,3.51,51,2.82,50,66,0.0
494b0bfdbac74502,Brendan O'Reilly,Badger,6,3,0,170.18,77.11,175.26,Orthodox,"Jun 24, 1987",1.9,47,2.77,39,2.22,43,36,0.6
42ac4020cba261ad,Caolan Loughran,The Don,10,2,0,167.64,61.23,172.72,Orthodox,"May 18, 1996",4.73,42,5.2,52,3.0,34,87,0.0
49edd0d90f60fb7d,Brendson Ribeiro,The Gorilla,17,8,0,190.5,92.99,205.74,Orthodox,"Sep 08, 1996",3.26,42,4.04,52,0.99,42,0,0.7
3236bf606fe9fa5b,Travis Browne,Hapa,18,7,1,198.12,115.67,200.66,Orthodox,"Jul 17, 1982",2.93,41,4.31,42,1.21,68,75,0.2
e741536153227386,Sean Alvarez,,4,3,0,182.88,106.59,,Orthodox,"Jul 14, 1971",0.89,37,3.25,47,0.0,0,0,0.0
16a64f93f6678b7b,Martin Sano,Spartan,4,3,1,180.34,77.11,190.5,Orthodox,"May 30, 1991",4.0,33,12.0,40,0.0,0,0,0.0
80779d7441af1b52,Christian Morecraft,,8,3,0,198.12,117.93,205.74,Orthodox,"Sep 08, 1986",2.82,34,2.46,46,3.26,66,50,2.2
48e96d9cea6d4ab0,Josh Clopton,The Gentleman,6,2,1,167.64,65.77,,Orthodox,"Jul 11, 1981",1.6,64,2.87,50,2.0,66,75,0.0
ee18ff42063174df,Ottman Azaitar,Bulldozer,13,3,0,172.72,70.31,180.34,Switch,"Feb 20, 1990",4.43,44,4.11,52,0.0,0,100,0.0
b72a60a0cadff408,Louis Gaudinot,Goodnight,8,4,0,160.02,56.7,160.02,Orthodox,"Aug 28, 1984",2.34,37,6.42,48,0.57,40,31,1.1
dc9572dd6ec74859,Colby Covington,Chaos,17,5,0,180.34,77.11,182.88,Orthodox,"Feb 22, 1988",3.81,38,3.09,54,3.64,42,68,0.2
3623bd267a2eef2e,Yaotzin Meza,,21,11,0,175.26,65.77,180.34,Orthodox,"Feb 04, 1981",1.43,41,1.62,64,1.06,20,18,1.4
f6bcbd91b114ff58,Johnny Munoz,Kid Kvenbo,12,4,0,175.26,61.23,180.34,Orthodox,"Feb 16, 1993",2.44,36,2.66,55,2.4,25,45,1.8
9f755fb04cc21499,Noad Lahat,Neo,11,2,0,175.26,65.77,175.26,Orthodox,"Jun 08, 1984",2.79,46,1.47,63,2.37,26,16,2.4
304fcd812f12c589,Geza Kalman,,4,9,0,185.42,90.72,,,,0.0,0,0.0,0,0.0,0,0,0.0
7e208569469c8bc8,Ruan Potts,Fangzz,11,6,0,187.96,112.04,190.5,Orthodox,"Feb 23, 1978",0.85,37,5.92,22,0.75,16,33,2.3
b2f88c04c4dd43ce,Jason Miller,Mayhem,23,10,0,185.42,83.91,,Orthodox,"Dec 24, 1980",1.83,43,2.3,49,1.31,28,43,1.3
a0602dd050bebefc,Jon Manley,,9,4,0,185.42,77.11,,Orthodox,"Jul 07, 1986",1.13,20,4.33,45,1.0,7,20,0.0
4c8d6fde2dde07c4,Dan Lauzon,The Upgrade,17,6,0,177.8,70.31,,Orthodox,"Mar 30, 1988",1.34,25,4.09,61,1.63,33,80,2.7
f5990c11974d8e9c,Mike Pyle,Quicksand,27,14,1,182.88,77.11,187.96,Orthodox,"Sep 18, 1975",2.74,45,2.84,60,1.8,35,70,1.5
3f24c96753dbd9f9,Scott Bessac,,4,6,0,193.04,111.13,,,,0.0,0,0.0,0,0.0,0,0,0.0
56f4b81ec4db61af,Courtney Turner,,0,3,0,187.96,77.11,,,,0.0,0,0.0,0,0.0,0,0,0.0
b9d0fd83bb8a147a,Keith Jardine,The Dean of Mean,17,11,2,187.96,83.91,193.04,Orthodox,"Oct 31, 1975",3.25,36,2.98,59,1.18,45,62,0.7
5ca158b1cc9cb242,Jason Godsey,,16,16,0,187.96,104.33,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
aed06011bf62237b,Dongi Yang,The Ox,13,3,0,177.8,83.91,185.42,Southpaw,"Dec 07, 1984",3.55,51,3.21,63,1.7,41,61,0.5
f59e9e49ef85b469,Jason Young,Shotgun,9,6,0,175.26,65.77,185.42,Orthodox,"Jun 28, 1986",2.97,37,3.2,50,1.98,66,55,0.0
55ee431411ccf07a,Olivier Aubin-Mercier,The Canadian Gangster,11,5,0,175.26,70.31,177.8,Southpaw,"Feb 23, 1989",2.48,51,2.97,55,2.36,33,70,0.5
b35a159f525764eb,Chris Saunders,The So Cal Kid,16,8,0,172.72,70.31,,,"Mar 11, 1986",1.48,22,2.96,75,3.7,100,0,0.0
1652f3213655b935,Phil Baroni,The New York Bad Ass,15,18,0,175.26,77.11,182.88,Orthodox,"Apr 16, 1976",2.77,45,3.93,40,1.46,47,60,0.5
c0eecd851dbf3146,CJ Keith,,8,4,0,182.88,70.31,,Orthodox,"Aug 09, 1986",0.86,50,1.82,50,0.0,0,62,0.0
b63e800c18e011b5,Tedd Williams,,7,1,0,185.42,124.74,,Orthodox,"Dec 19, 1969",0.0,0,0.0,0,0.0,0,0,0.0
5b5307450405abf0,Rick Story,The Horror,19,9,0,175.26,77.11,180.34,Southpaw,"Aug 28, 1984",3.8,41,2.17,62,2.53,48,63,0.9
6ece1d2ab1bed31d,Steve Judson,,0,2,0,180.34,104.33,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
6a8928652fc01bee,Brandon Jenkins,The Human Highlight Reel,15,9,0,182.88,70.31,180.34,Switch,"Sep 30, 1991",2.93,41,8.05,33,0.0,0,27,0.0
ba1e6cb3d43f7430,Justin Ledet,El Blanco,9,4,0,193.04,92.99,203.2,Orthodox,"Sep 28, 1988",3.35,39,4.82,49,0.23,50,42,0.2
43563a32c3f10e95,Cyrille Diabate,The Snake,19,10,1,198.12,92.99,205.74,Southpaw,"Oct 06, 1973",4.06,71,1.78,60,1.17,83,53,0.2
e023fa2e648ea0f1,Steve Bosse,The Boss,12,2,0,180.34,92.99,182.88,Orthodox,"Jul 29, 1981",5.99,52,5.38,50,0.92,33,100,0.0
36207c58e854cae5,Dashon Johnson,Flyboy,9,2,0,170.18,65.77,,Orthodox,"Jan 25, 1988",1.01,69,3.83,35,0.85,33,63,0.8
82cbb809d5ee565c,Mara Romero Borella,,12,9,0,167.64,56.7,175.26,Orthodox,"Jun 03, 1986",2.54,37,2.48,71,1.83,44,66,0.2
7d96bc577e5178b2,Gray Maynard,,13,7,1,175.26,70.31,177.8,Orthodox,"May 09, 1979",1.92,32,2.64,66,2.91,47,81,0.7
86061eaba822bfea,John Teixeira,Macapa,21,2,2,170.18,65.77,,Orthodox,"Nov 18, 1986",3.36,35,3.2,63,1.0,27,71,0.7
82d4c957649faf9b,Miguel Baeza,Caramel Thunder,10,4,0,187.96,77.11,187.96,Orthodox,"Aug 23, 1992",4.09,49,5.92,46,0.36,22,54,2.0
6e7506127408aa9e,Nadia Kassem,,5,2,0,165.1,56.7,167.64,Southpaw,"Nov 15, 1995",3.13,41,4.48,48,0.46,33,40,2.8
d221ee27afc7a60e,Viscardi Andrade,,19,6,0,180.34,77.11,190.5,Orthodox,"Mar 08, 1984",3.26,42,2.77,63,1.93,50,66,0.3
7a39bbac8cc0fa70,Gasan Umalatov,Cobra,17,4,2,180.34,77.11,180.34,Orthodox,"Sep 11, 1982",2.23,39,4.1,59,0.75,17,90,0.0
c7c39e2fb70248b3,Chad Anheliger,The Monster,13,8,0,167.64,61.23,162.56,Orthodox,"Dec 01, 1986",3.11,46,2.76,53,0.68,30,38,0.5
7d3caf0f96f1b33d,Nick Thompson,The Goat,38,14,1,185.42,77.11,187.96,Orthodox,"Jun 23, 1981",1.87,42,1.8,49,1.06,100,35,2.6
6a0b80a24f22e152,Ryan Parker,,0,1,0,190.5,106.59,,Southpaw,,0.0,0,0.0,0,0.0,0,0,0.0
02e52b3a595f0786,Kevin Jordan,The Shaman,11,9,0,190.5,111.13,,Orthodox,"Dec 31, 1970",2.0,40,1.91,55,0.0,0,77,0.6
87c0b1c696ddfb43,Jonathan Pearce,JSP,14,7,0,182.88,65.77,180.34,Switch,"May 01, 1992",5.12,54,3.32,54,5.02,50,55,0.8
48e093ea1f43a053,Takeya Mizugaki,,21,11,2,170.18,61.23,175.26,Orthodox,"Dec 16, 1983",3.37,37,3.27,57,1.46,57,70,0.1
952f6fa06f25a0ec,Carlos Newton,The Ronin,16,14,0,175.26,77.11,,Orthodox,"Aug 17, 1976",0.65,41,1.55,44,2.47,70,43,0.9
afdb76fbd86f6d11,Edilberto de Oliveira,Crocota,29,15,2,182.88,77.11,,Orthodox,"Nov 22, 1982",4.12,32,6.79,61,0.0,0,0,0.0
b71ce838b01f2cad,Rony Jason,,14,7,0,170.18,65.77,185.42,Orthodox,"Mar 21, 1984",2.04,44,3.14,53,0.59,30,36,0.8
32ab52e5de93092d,Steve Erceg,Astroboy,13,4,0,172.72,56.7,172.72,Orthodox,"Jul 27, 1995",4.0,45,3.79,52,1.15,27,62,0.4
2284092f8b63273b,Luke Zachrich,,14,4,0,187.96,83.91,187.96,Orthodox,"Dec 19, 1981",4.56,32,4.46,62,0.74,33,80,0.0
07797f10b9569cfc,Angel Pacheco,,7,3,0,172.72,61.23,177.8,Orthodox,"Jan 13, 1992",9.5,39,11.47,41,0.0,0,28,0.0
30cd319d39ee689b,Gerry Harris,,1,4,0,203.2,122.47,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
d1c65d2cf2925ddd,Gregory Rodrigues,Robocop,17,6,0,190.5,83.91,190.5,Orthodox,"Feb 17, 1992",5.54,51,5.04,50,2.21,38,90,0.3
8f2d9ee27f206f1f,Evan Tanner,,32,8,0,182.88,83.91,187.96,Orthodox,"Feb 11, 1971",3.05,59,2.64,56,2.55,43,25,1.3
fe91d254db77a7fc,Dustin Kimura,The Diamond,11,3,0,170.18,61.23,180.34,Orthodox,"May 21, 1989",1.33,21,3.82,51,0.93,37,50,2.2
2e25c1d983c26311,Colton Smith,,7,4,0,182.88,70.31,180.34,Orthodox,"Aug 14, 1987",1.64,41,2.3,51,4.09,36,25,1.4
f998f5c102250d6e,Yohan Lainesse,White Lion,9,3,0,185.42,77.11,193.04,Orthodox,"Aug 14, 1992",2.22,41,3.38,58,0.94,28,72,0.5
01641ba5df0c69b0,Gabriel Bonfim,Marretinha,18,1,0,185.42,77.11,182.88,Orthodox,"Aug 20, 1997",4.54,45,3.53,63,4.03,55,76,1.6
64788ee44b062ded,Michinori Tanaka,,11,3,0,165.1,61.23,170.18,Orthodox,"Oct 04, 1990",1.97,37,1.99,50,2.4,38,43,0.2
eeabcd4dc6619129,Daniel Jolly,The Werewolf of Texas,5,3,0,185.42,92.99,190.5,Orthodox,"Sep 03, 1984",1.32,46,3.39,44,2.83,33,50,0.0
72f890c5d421e705,Matheus Camilo,Jaguar,9,3,0,177.8,70.31,175.26,Orthodox,"Jan 02, 2001",1.49,48,1.38,55,3.44,66,0,1.7
80dbeb1dd5b53e64,Nam Phan,,21,17,0,167.64,61.23,177.8,Orthodox,"Mar 13, 1983",4.52,37,6.55,59,0.18,18,60,0.2
ac026518a9b4dc0f,Jordan Leavitt,The Monkey King,12,3,0,175.26,70.31,180.34,Southpaw,"Jun 02, 1995",2.49,61,1.79,57,2.92,30,30,1.3
8a56ea383fd26e52,Galore Bofando,,5,3,0,180.34,77.11,182.88,Switch,"May 22, 1982",3.63,45,3.63,54,2.37,100,50,0.0
acb36c908d415c4a,Vinicius Moreira,Mamute,9,5,0,193.04,92.99,193.04,Orthodox,"Feb 28, 1989",3.15,59,5.07,43,1.97,18,0,1.3
8bd4200561c77a62,Ketlen Souza,Esquentadinha,15,6,0,160.02,52.16,160.02,Orthodox,"Aug 18, 1994",4.56,57,4.4,53,0.3,14,50,0.3
6a96ad1bc34fb113,Ismail Naurdiev,,24,8,0,177.8,83.91,187.96,Orthodox,"Aug 18, 1996",3.69,52,1.77,64,1.5,40,73,0.2
523af801b3429015,Allan Zuniga,Tigre,13,1,0,170.18,70.31,177.8,Orthodox,"Apr 04, 1992",3.93,52,1.8,61,0.0,0,57,1.0
712c4db78b9373d1,Joe Jordan,,49,14,2,167.64,70.31,,Orthodox,"Jul 27, 1978",1.85,25,4.27,59,0.0,0,66,0.0
d188a3b817860ec6,Steven Siler,Super,29,16,0,180.34,65.77,177.8,Orthodox,"Feb 15, 1987",3.21,41,2.96,54,0.47,21,55,1.6
0876d21328cf4a45,Dave Galera,Scarecrow,5,1,0,180.34,61.23,,Orthodox,"Jan 12, 1978",1.67,69,0.53,33,0.0,0,14,2.0
3a12a2f096a6d975,Roger Narvaez,Silverback,8,3,0,190.5,83.91,,Southpaw,"Sep 09, 1983",2.12,37,3.32,64,0.0,0,50,0.9
d29b5c4f22c6357d,Gilbert Yvel,The Hurricane,39,16,1,187.96,102.06,195.58,Orthodox,"Jun 30, 1976",1.05,47,1.78,50,0.0,0,25,1.0
3591d0d5d382a381,Francis Carmont,Limitless,25,12,0,190.5,92.99,198.12,Orthodox,"Oct 11, 1981",2.22,42,1.64,59,1.79,36,73,0.6
8bbc0cfc01bc1ba1,Leonardo Mafra,Macarrao,13,4,0,177.8,70.31,177.8,Orthodox,"Apr 25, 1989",4.55,48,4.38,43,2.12,83,69,0.4
5444c5a201d3ee5a,Jamahal Hill,Sweet Dreams,12,4,0,193.04,92.99,200.66,Southpaw,"May 19, 1991",6.19,51,4.03,44,0.0,0,73,0.0
ffe9703408fb5964,David Onama,,14,2,0,180.34,65.77,187.96,Orthodox,"Jun 07, 1994",5.24,50,4.73,52,1.08,30,52,0.5
8ce87f7e3a9baed2,Tiago dos Santos e Silva,Trator,20,7,2,175.26,65.77,177.8,Orthodox,"Apr 12, 1987",3.69,35,4.23,59,0.63,11,33,0.3
e4d2564ea0e34e2b,Mehdi Baghdad,The Sultan,11,5,0,185.42,70.31,,Orthodox,"Apr 13, 1985",3.13,30,4.56,46,0.0,0,33,0.0
78e501478a36a018,Khama Worthy,The Death Star,16,9,0,180.34,70.31,187.96,Orthodox,"Oct 15, 1986",4.18,48,4.45,46,0.0,0,57,0.7
1abfb658cd4f8533,Nandor Guelmino,The Hun,11,5,1,190.5,104.33,,,"Dec 20, 1975",3.62,56,3.16,33,0.0,0,42,0.0
72ffecf712673af1,Adam Milstead,The Prototype,8,4,0,190.5,92.99,193.04,Orthodox,"Jul 03, 1987",3.85,46,4.79,43,0.0,0,64,0.0
175852708cb55776,Cristina Stanciu,Barbie,5,2,0,160.02,52.16,,Orthodox,"Mar 29, 1994",2.5,50,3.07,52,0.85,100,40,1.7
27d65e9d0fba61ea,Roger Hollett,The Hulk,13,5,0,180.34,92.99,,Orthodox,"Oct 08, 1978",1.83,47,6.47,34,1.0,28,30,0.0
ccba80d4820ef557,Gabe Ruediger,Godzilla,18,8,0,177.8,70.31,,Orthodox,"Aug 29, 1977",1.7,31,5.16,41,2.04,11,28,0.0
51a0c09cbe9b8472,Liz Carmouche,Girlrilla,13,7,0,167.64,56.7,167.64,Orthodox,"Feb 19, 1984",2.78,54,2.51,61,2.57,51,65,0.3
b8592b4a383696cd,Mitch Gagnon,,12,5,0,165.1,61.23,165.1,Southpaw,"Oct 10, 1984",2.76,46,2.21,61,1.16,25,65,1.9
ce632027bf2a871b,Dalcha Lungiambula,Champion,11,6,0,172.72,83.91,193.04,Orthodox,"Jul 31, 1987",3.07,45,3.93,52,2.14,45,77,0.0
568bbad0eaced57c,Shanna Young,The Shanimal,9,6,0,170.18,56.7,165.1,Orthodox,"Feb 20, 1991",3.18,47,4.88,43,0.0,0,53,0.6
d0d7160824278840,Junior Assuncao,,16,6,0,175.26,65.77,182.88,Orthodox,"Jun 24, 1981",3.31,62,2.06,44,2.43,24,66,0.7
c76ec2bc3a57666a,Mitch Clarke,Danger Zone,11,5,0,177.8,70.31,185.42,Orthodox,"Nov 24, 1985",2.35,34,3.27,47,0.64,15,50,0.4
20205040232ed0f3,Tyson Griffin,,16,8,0,167.64,65.77,172.72,Orthodox,"Apr 20, 1984",3.71,41,2.3,65,1.87,46,59,0.9
d9a56ecb6e94f02e,Evan Elder,The Phenom,10,2,0,177.8,70.31,182.88,Switch,"Apr 11, 1997",5.66,50,4.94,57,0.48,15,40,0.5
60a42bf82447c919,Jake Hadley,White Kong,11,4,0,170.18,61.23,177.8,Southpaw,"Aug 03, 1996",3.8,43,4.16,61,0.33,11,54,1.1
44f9c777fed7ca03,Frank Caracci,,2,3,0,,,,,,0.0,0,0.0,0,0.0,0,0,0.0
3cf18e01cb6cbde3,Sumudaerji,The Tibetan Eagle,17,7,0,172.72,56.7,182.88,Southpaw,"Jan 20, 1996",4.4,51,2.63,60,0.18,25,67,0.7
43612456979e5d5e,Steve Byrnes,The Sergeant,6,1,0,182.88,77.11,,Orthodox,,1.2,51,2.67,27,3.0,60,0,4.0
948880beac71f028,Felipe Olivieri,,14,5,0,175.26,70.31,,Orthodox,"Apr 12, 1985",6.68,58,4.6,57,0.0,0,71,0.0
efb96bf3e9ada36f,Song Yadong,Kung Fu Kid,22,8,1,172.72,61.23,170.18,Orthodox,"Dec 02, 1997",4.58,43,4.0,55,0.61,38,73,0.1
c13042265355a290,Kwan Ho Kwak,,9,2,0,165.1,61.23,,Switch,"Jun 18, 1989",3.29,41,3.45,47,0.78,100,26,0.0
5eb50529a8418b77,Gabe Green,Gifted,12,5,0,177.8,70.31,185.42,Switch,"May 02, 1993",5.6,45,6.19,47,0.71,50,50,0.5
d1152823307d7e7c,Rameau Thierry Sokoudjou,The African Assassin,18,18,0,177.8,92.99,198.12,Orthodox,"Apr 18, 1984",2.26,45,2.61,56,1.93,47,78,0.9
9b198c73e3d0d289,Justin Salas,J-Bomb,12,7,0,172.72,70.31,177.8,Southpaw,"Mar 13, 1982",3.42,43,2.96,68,2.43,20,0,0.0
4126a78111c0855a,Caio Borralho,The Natural,17,1,0,185.42,83.91,190.5,Southpaw,"Jan 16, 1993",3.61,60,2.34,62,1.56,60,76,0.5
af9f42e6894047fc,Jamie Mullarkey,,17,8,0,182.88,70.31,187.96,Orthodox,"Aug 17, 1994",4.39,46,4.53,53,2.31,34,78,0.1
d156513a19acf856,Sam Alvey,Smile'N,33,18,1,187.96,83.91,190.5,Southpaw,"May 06, 1986",3.28,44,3.63,52,0.06,14,82,0.1
78863e4a28204a6b,Justin Frazier,The Grizzly Bear,10,3,0,182.88,120.2,190.5,Southpaw,"Jun 15, 1989",1.11,66,6.11,4,0.0,0,0,0.0
505934897b8b4824,Thaddeus Luster,,0,1,0,190.5,95.25,,,,0.0,0,0.0,0,0.0,0,0,0.0
c11f50e9c1513ce9,Mark Holst,Boots,12,6,0,182.88,70.31,,Orthodox,"Aug 14, 1985",0.25,19,1.67,47,0.76,100,60,2.3
798e48f9e7f6ba22,Carlos Hernandez,,10,5,0,172.72,56.7,170.18,Orthodox,"Oct 25, 1993",3.83,45,3.5,50,1.56,21,65,0.2
9deff9e3e8d94d47,Josh Samman,Anqa,13,4,0,190.5,83.91,200.66,Orthodox,"Mar 14, 1988",2.08,52,2.47,34,1.09,33,33,0.4
9c442aaf149ea982,Shauna Bannon,Mama B,7,1,0,165.1,52.16,165.1,Switch,"Oct 23, 1993",4.77,43,3.88,44,0.0,0,42,0.8
99bd51917728c25d,Grant Dawson,KGD,23,2,1,177.8,70.31,182.88,Switch,"Feb 20, 1994",3.2,52,2.11,44,3.87,40,57,1.1
14ff46596ad80609,Norman Parke,Stormin',23,6,1,180.34,70.31,177.8,Southpaw,"Dec 22, 1986",3.06,35,2.88,64,1.98,26,77,0.0
c3bd649a9194e50c,Jeremy Larsen,,8,5,0,177.8,65.77,177.8,Orthodox,"May 18, 1984",4.87,48,5.75,57,2.49,33,0,0.0
88be62d6c1e6dadb,Jose Ochoa,Kalzifer,8,2,0,170.18,56.7,170.18,Southpaw,"Dec 31, 2000",3.01,37,2.33,60,0.43,50,59,1.3
179f1948dc234f1f,Mark Munoz,The Filipino Wrecking Machine,14,6,0,182.88,83.91,180.34,Orthodox,"Feb 09, 1978",3.12,51,2.26,57,3.17,29,57,0.6
23ab42947c1990e3,Ron van Clief,The Black Dragon,0,1,0,177.8,86.18,,Orthodox,"Jan 25, 1943",0.0,0,0.0,0,0.0,0,0,0.0
1dab0d1d81dd06db,Tra Telligman,Trauma,7,5,1,187.96,105.69,,Orthodox,"Feb 07, 1965",1.83,35,3.02,56,0.87,100,80,0.0
c0ab242c40decc55,Ryan Bader,Darth,23,5,0,187.96,92.99,187.96,Orthodox,"Jun 07, 1983",2.82,43,1.39,71,3.37,44,80,0.4
710d93f1508f7104,Stevie Lynch,,5,2,0,177.8,77.11,,Orthodox,,2.47,25,7.06,41,0.0,0,0,0.0
05560764359161e4,Constantinos Philippou,,13,5,0,180.34,83.91,185.42,Orthodox,"Nov 29, 1979",2.19,35,2.73,54,0.4,42,65,0.3
fbbde91f7bc2d3c5,Gary Goodridge,Big Daddy,23,22,1,190.5,112.94,,Orthodox,"Jan 17, 1966",1.84,56,2.14,48,0.4,100,53,0.8
f3a078277b3b8ff4,Masanori Kanehara,,26,12,5,170.18,61.23,170.18,Orthodox,"Nov 19, 1982",1.88,49,1.63,62,1.44,50,63,0.9
cb6783c39c01d896,Tiki Ghosn,,10,7,1,177.8,77.11,,Orthodox,"Feb 09, 1977",2.78,46,2.94,58,0.41,50,61,0.0
a01e84abefd85ec0,Pascal Krauss,Panzer,11,2,0,185.42,77.11,,Orthodox,"Apr 19, 1987",5.45,47,3.88,59,1.53,50,60,0.9
21b1132949f2a9b0,Steve Berger,The Red Nosed Pitbull,21,23,2,180.34,77.11,,Orthodox,"May 20, 1973",1.0,27,3.26,36,0.84,40,16,1.7
